"MainID","TaxonID","DataSourceID","BiotopeID","LocationID","TaxonName","CommonName","Reliability","SamplingInterval","datasetlength","ndatapoints","uniquevals","zerorun","zeros","propzeros","missingvals","propmissing","TaxonomicPhylum","TaxonomicClass","TaxonomicOrder","TaxonomicFamily","TaxonomicGenus","TaxonomicClass2","TaxonomicLevel","Mass_g","Length_mm","MinAge_mo","Lifespan_mo","Fertility","TrL","timescale_MinAge","timescale_Lifespan","timestep_MinAge","timestep_Lifespan","ExactName","Country","Continent","LongDD","LatDD","SpatialAccuracy","LocationExtent","SamplingUnits","SourceTransform","Notes","data_rescale_case","monotonicR2"
6109,10671,304,280,1024,"Rhizosolenia ","Diatom",4,"monthly",168,168,141,3,19,0.113095238095238,0,0,"Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Rhizosoleniaceae","Rhizosolenia ","Bacillariophyceae","Genus",8.181e-09,0.025,0.0255,0.0255,NA,1,6588.23529411765,6588.23529411765,39.2156862745098,39.2156862745098,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.000274963123787104
6110,10672,304,280,1024,"Rhizosolenia semispina","Diatom",4,"monthly",168,168,89,8,72,0.428571428571429,0,0,"Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Rhizosoleniaceae","Rhizosolenia ","Bacillariophyceae","Species",8.181e-09,0.025,0.025,0.025,NA,1,6720,6720,40,40,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.0251962379040148
6111,10673,304,280,1024,"Rhizosolenia shrubsolei","Diatom",4,"monthly",168,168,126,5,36,0.214285714285714,0,0,"Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Rhizosoleniaceae","Rhizosolenia ","Bacillariophyceae","Species",9.508e-10,0.0122,0.0278,0.0278,NA,1,6043.1654676259,6043.1654676259,35.9712230215827,35.9712230215827,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.0017057076704666
6112,10674,304,280,1024,"Rhizosolenia stolterfothii","Diatom",4,"monthly",168,168,77,8,89,0.529761904761905,0,0,"Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Rhizosoleniaceae","Rhizosolenia ","Bacillariophyceae","Species",2.85e-08,0.0379,0.02375,0.02375,NA,1,7073.68421052632,7073.68421052632,42.1052631578947,42.1052631578947,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,1.21734556117154e-06
6114,10676,304,280,1024,"Coscinodiscus ","Diatom",4,"monthly",168,168,157,2,9,0.0535714285714286,0,0,"Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Unknown","Coscinodiscus ","Bacillariophyceae","Genus",3.353e-06,0.1857,0.04019,0.04019,NA,1,4180.1443145061,4180.1443145061,24.8818113958696,24.8818113958696,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.0468304556237681
6115,10677,304,280,1024,"Coscinodiscus concinnus","Diatom",4,"monthly",168,168,144,4,21,0.125,0,0,"Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Unknown","Coscinodiscus ","Bacillariophyceae","Species",1.968e-05,0.335,0.04417,0.04417,NA,1,3803.48652931854,3803.48652931854,22.6398007697532,22.6398007697532,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.0307687063488427
6116,10678,304,280,1024,"Coscinodiscus radiatus","Diatom",4,"monthly",168,168,143,5,21,0.125,0,0,"Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Unknown","Coscinodiscus ","Bacillariophyceae","Species",1.796e-07,0.07,0.0375,0.0375,NA,1,4480,4480,26.6666666666667,26.6666666666667,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.0847210135774872
6117,10679,304,280,1024,"Coscinodiscus grani","Diatom",4,"monthly",168,168,109,8,59,0.351190476190476,0,0,"Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Unknown","Coscinodiscus ","Bacillariophyceae","Species",1.839e-06,0.152,0.0389,0.0389,NA,1,4318.76606683805,4318.76606683805,25.706940874036,25.706940874036,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.0706652385557651
6118,10680,304,280,1024,"Biddulphia ","Diatom",4,"monthly",168,168,153,3,13,0.0773809523809524,0,0,"Chromophyta (Heterokontophyta)","Bacillariophyceae","Pennales","Biddulphiaceae","Biddulphia ","Bacillariophyceae","Genus",6.969e-07,0.11,0.041,0.041,NA,1,4097.56097560976,4097.56097560976,24.390243902439,24.390243902439,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.0133886084344269
6119,10681,304,280,1024,"Biddulphia mobiliensis","Diatom",4,"monthly",168,168,154,3,13,0.0773809523809524,0,0,"Chromophyta (Heterokontophyta)","Bacillariophyceae","Pennales","Biddulphiaceae","Biddulphia ","Bacillariophyceae","Species",5.236e-07,0.1,0.034,0.034,NA,1,4941.17647058824,4941.17647058824,29.4117647058824,29.4117647058824,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.0138078505151785
6120,10682,304,280,1024,"Biddulphia sinensis","Diatom",4,"monthly",134,134,91,9,42,0.313432835820896,0,0,"Chromophyta (Heterokontophyta)","Bacillariophyceae","Pennales","Biddulphiaceae","Biddulphia ","Bacillariophyceae","Species",1.073e-06,0.127,0.04806,0.04806,NA,1,2788.18143986683,2788.18143986683,20.8073241781107,20.8073241781107,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.0487033487713523
6121,10683,304,280,1024,"Guinardia flaccida","Diatom",4,"monthly",168,168,148,3,12,0.0714285714285714,0,0,"Chromophyta (Heterokontophyta)","Bacillariophyceae","Pennales","Unknown","Guinardia ","Bacillariophyceae","Species",6.824e-08,0.0507,0.034861111,0.034861111,NA,1,4819.12352133585,4819.12352133585,28.6852590555705,28.6852590555705,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.137524637550051
6122,10684,304,280,1024,"Lauderia borealis","Diatom",4,"monthly",168,168,97,10,60,0.357142857142857,0,0,"Chromophyta (Heterokontophyta)","Bacillariophyceae","Pennales","Unknown","Lauderia ","Bacillariophyceae","Species",2.245e-08,0.035,0.013472222,0.013472222,NA,1,12470.1032984759,12470.1032984759,74.226805348071,74.226805348071,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.00516217312454691
6125,10687,304,280,1024,"Ceratium tripos","Dinoflagellate",4,"monthly",168,168,167,1,1,0.00595238095238095,0,0,"Dinophyta (Pyrrophyta)","Dinophyceae","Peridiniales","Ceratiaceae","Ceratium ","Other","Species",5e-07,0.25,0.14,0.14,NA,NA,1200,1200,7.14285714285714,7.14285714285714,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.274523843670895
6126,10688,304,280,1024,"Peridinium ","Dinoflagellate",4,"monthly",168,168,119,3,27,0.160714285714286,0,0,"Dinophyta (Pyrrophyta)","Dinophyceae","Peridiniales","Ceratiaceae","Peridinium ","Other","Genus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.0154999905072411
6127,10689,304,280,1024,"Noctiluca miliaris","Dinoflagellate",4,"monthly",156,156,98,6,45,0.288461538461538,0,0,"Dinophyta (Pyrrophyta)","Dinophyceae","Peridiniales","Ceratiaceae","Noctiluca ","Other","Species",6.5e-05,0.5,0.167,0.167,NA,2,934.131736526946,934.131736526946,5.98802395209581,5.98802395209581,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.000759333125833643
6128,10690,304,280,1024,"Medusoid gonophores","Medusoid gonophore",4,"monthly",168,167,81,1,1,0.00598802395209581,1,0.00595238095238093,"Cnidaria (Coelenterata)","Scyphozoa","Unknown","Unknown","Unknown","Other","Class",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.0308752501803557
6129,10691,304,280,1024,"Sagitta bipunctata","Arrowworm",4,"monthly",168,168,87,1,1,0.00595238095238095,0,0,"Chaetognatha","Unknown","Aphragmophora","Sagittidae","Sagitta ","Other","Species",0.012,19,1,1,NA,3,168,168,1,1,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.00679790208875348
6130,10692,304,280,1024,"Calanus finmarchicus","Planktonic shellfish",4,"monthly",168,168,98,2,10,0.0595238095238095,0,0,"Arthropoda","Crustacea","Calanoida","Unknown","Calanus ","Other","Species",0.002,4,1,1,NA,2,168,168,1,1,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.0111739325111656
6131,10693,304,280,1024,"Paracalanus parvus","Marine calanoid copepod",4,"monthly",168,168,139,2,14,0.0833333333333333,0,0,"Arthropoda","Crustacea","Calanoida","Unknown","Paracalanus ","Other","Species",9.36e-05,1.3,0.62,0.62,NA,2,270.967741935484,270.967741935484,1.61290322580645,1.61290322580645,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.0313146547643542
6132,10694,304,280,1024,"Pseudocalanus elongatus","Zooplankton",4,"monthly",168,168,167,0,0,0,0,0,"Arthropoda","Crustacea","Unknown","Unknown","Pseudocalanus ","Other","Species",0.00017,1.7,0.753,0.753,NA,2,223.107569721116,223.107569721116,1.32802124833997,1.32802124833997,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",1,0.101569779387073
6133,10695,304,280,1024,"Centropages hamatus","Zooplankton",4,"monthly",168,168,76,4,46,0.273809523809524,0,0,"Arthropoda","Crustacea","Calanoida","Unknown","Centropages ","Other","Species",7.7e-05,1.4,0.6,0.6,NA,2,280,280,1.66666666666667,1.66666666666667,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.0234423111450047
6134,10696,304,280,1024,"Oithona similis","Unknown",4,"monthly",168,168,168,0,0,0,0,0,"Arthropoda","Crustacea","Cyclopoida?","Unknown","Oithona ","Other","Species",2.4e-05,1.2,1.05,1.05,NA,2,160,160,0.952380952380952,0.952380952380952,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",1,0.0782052116998826
6135,10697,304,280,1024,"Acartia clausi","Copepod",4,"monthly",168,168,158,0,0,0,0,0,"Arthropoda","Crustacea","Calanoida","Unknown","Acartia ","Other","Species",2.4e-05,1.4,0.6333,0.6333,NA,2,265.277119848413,265.277119848413,1.57903047528817,1.57903047528817,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",1,0.0364968399718587
6136,10698,304,280,1024,"Temora longicornis","Marine calanoid copepod",4,"monthly",168,168,120,3,18,0.107142857142857,0,0,"Arthropoda","Crustacea","Calanoida","Unknown","Temora ","Other","Species",0.00012,1.5,0.687,0.687,NA,2,244.541484716157,244.541484716157,1.45560407569141,1.45560407569141,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.0070822592967927
6138,10700,304,280,1024,"Echinoderm plutei","Sea urchin or Starfish larvae",4,"monthly",168,168,107,5,51,0.303571428571429,0,0,"Echinodermata","Echinoidea","Echinida","Echinometridae","Echinoderm ","Other","Species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.0212769826604469
6139,10701,304,280,1024,"Polychaete larvae","Polychaete larvae",4,"monthly",168,168,158,2,2,0.0119047619047619,0,0,"Annelida","Polychaeta","Unknown","Unknown","Unknown","Other","Class",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.0997206504786059
6140,10702,304,280,1024,"Lamellibranch larvae","Lamellibranch larvae",4,"monthly",168,168,159,1,2,0.0119047619047619,0,0,"Mollusca","Bivalvia","Unknown","Unknown","Unknown","Other","Subclass",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.126733872015986
6141,10703,304,280,1024,"Gastropod larvae","Snail larvae",4,"monthly",168,168,151,1,4,0.0238095238095238,0,0,"Mollusca","Gastropoda","Unknown","Unknown","Unknown","Other","Class",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Port Erin Bay","UK - England","Europe",-4.75,54.0666666666667,4,2,"All Individuals","None","Two hauls made every week. The results were summed for each month and the totals divided by the number of hauls per month, thus the data represents the average number of individual organisms, per month present in the results of a haul.",2,0.103225235058899
6524,11093,406,106,10502,"Microtus californicus","California vole",3,"bimonthly",126,126,47,3,6,0.0476190476190476,0,0,"Chordata","Mammalia","Rodentia","Muridae","Microtus ","Mammalia","Species",56,172,2,18,18,3,126,14,1,0.111111111111111,"Vasser, Hopland Field Station, Northern California","USA","North America",-123.333333333333,39,5,3,"All Individuals","None","Bimonthly trapping.",2,0.0134998027376051
6525,11093,406,106,10501,"Microtus californicus","California vole",3,"bimonthly",126,126,45,3,5,0.0396825396825397,0,0,"Chordata","Mammalia","Rodentia","Muridae","Microtus ","Mammalia","Species",56,172,2,18,18,3,126,14,1,0.111111111111111,"Neiderost, Hopland Field Station, Northern California","USA","North America",-123.333333333333,39,5,2,"All Individuals","None","Bimonthly trapping.",2,0.0171268921248568
6528,11094,409,11,10505,"Phalacrocorax aristotelis","Shag",4,"annual",48,40,34,0,0,0,8,0.166666666666667,"Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax ","Aves","Species",1769,715,12,180,3,5,48,3.2,1,0.0666666666666667,"Farne Islands, Northumberland","UK - England","Europe",-1.58333333333333,55.6666666666667,5,2,"Nests","None","None",1,0.810205817309096
6529,11095,410,107,10506,"Milvus milvus","Red kite",3,"annual",30,30,21,0,0,0,0,0,"Chordata","Aves","Falconiformes","Accipitridae","Milvus ","Aves","Species",1080,635,12,264,2,5,30,1.36363636363636,1,0.0454545454545455,"Central Wales","UK - Wales","Europe",-3.75,52.5,3,1,"All Individuals","None","Almost all breeding of red kites throughout this century has been confined to an area of 70*45km in mid-Wales.",1,0.907876620273161
6530,208,411,108,153,"Parus caeruleus","Blue tit",4,"annual",37,37,26,0,0,0,0,0,"Chordata","Aves","Passeriformes","Paridae","Parus ","Aves","Species",13.3,115,10,60,12,4,44.4,7.4,1.2,0.2,"Marley Wood, Wytham Wood","UK - England","Europe",1.08333333333333,51.6333333333333,5,3,"Breeding pairs","None","Contains data for 1947 to 1957 from Source ID 505.",1,0.562955941128146
6768,11173,451,283,10551,"Blissus leucopterus","Chinch bug",3,"annual",121,121,15,6,28,0.231404958677686,0,0,"Arthropoda","Insecta","Hemiptera","Lygaeidae","Blissus ","Insecta","Species",0.002,3.5,1,3,50,3,1452,484,12,4,"Illinois State","USA","North America",-89.4166666666667,39.5,3,1,"Host plant damaged","None","None",2,0.100919116589196
6789,93,14,13,83,"Alosa fallax","Twaite shad",5,"monthly",197,197,16,17,116,0.588832487309645,0,0,"Chordata","Osteichthyes","Clupeiformes","Clupeidae","Alosa ","Osteichthyes","Species",500,450,36,300,10000,5,5.47222222222222,0.656666666666667,0.0277777777777778,0.00333333333333333,"Hinkley Point","UK - England","Europe",-4.05,51.25,5,3,"All Individuals","None","None",2,0.0211160018176237
6791,94,14,13,83,"Anguilla anguilla","Common eel",5,"monthly",197,197,12,7,111,0.563451776649746,0,0,"Chordata","Osteichthyes","Anguilliformes","Anguillidae","Anguilla ","Osteichthyes","Species",2750,1050,180,300,1450000,5,1.09444444444444,0.656666666666667,0.00555555555555556,0.00333333333333333,"Hinkley Point","UK - England","Europe",-4.05,51.25,5,3,"All Individuals","None","None",2,0.0580233790724371
6798,97,14,13,83,"Ciliata mustela","5-bearded rockling",5,"monthly",197,197,16,18,97,0.49238578680203,0,0,"Chordata","Osteichthyes","Gadiformes","Gadidae","Ciliata ","Osteichthyes","Species",50,200,12,36,9000,4,16.4166666666667,5.47222222222222,0.0833333333333333,0.0277777777777778,"Hinkley Point","UK - England","Europe",-4.05,51.25,5,3,"All Individuals","None","None",2,0.0352453743915112
6801,99,14,13,83,"Conger conger","Conger",5,"monthly",197,197,7,21,114,0.578680203045685,0,0,"Chordata","Osteichthyes","Anguilliformes","Congridae","Conger ","Osteichthyes","Species",13176,2000,60,120,3e+06,5,3.28333333333333,1.64166666666667,0.0166666666666667,0.00833333333333333,"Hinkley Point","UK - England","Europe",-4.05,51.25,5,3,"All Individuals","None","None",2,0.013657224512974
6807,101,14,13,83,"Dicentrarchus labrax","Bass",5,"monthly",197,197,26,8,77,0.390862944162437,0,0,"Chordata","Osteichthyes","Perciformes","Serranidae","Dicentrarchus ","Osteichthyes","Species",7500,1000,40,180,230000,5,4.925,1.09444444444444,0.025,0.00555555555555556,"Hinkley Point","UK - England","Europe",-4.05,51.25,5,3,"All Individuals","None","None",2,0.0350949084490227
6820,105,14,13,83,"Limanda limanda","Dab",5,"monthly",197,197,33,9,111,0.563451776649746,0,0,"Chordata","Osteichthyes","Pleuronectiformes","Hippoglossidae","Limanda ","Osteichthyes","Species",750,300,60,144,80000,5,3.28333333333333,1.36805555555556,0.0166666666666667,0.00694444444444444,"Hinkley Point","UK - England","Europe",-4.05,51.25,5,3,"All Individuals","None","None",2,0.00354924403377534
6821,106,14,13,83,"Liparis liparis","Common sea snail",5,"monthly",197,197,43,9,113,0.573604060913706,0,0,"Chordata","Osteichthyes","Perciformes","Liparidae","Liparis ","Osteichthyes","Species",200,140,36,120,NA,5,5.47222222222222,1.64166666666667,0.0277777777777778,0.00833333333333333,"Hinkley Point","UK - England","Europe",-4.05,51.25,5,3,"All Individuals","None","None",2,0.0152575673833035
6822,107,14,13,83,"Liza ramada","Thinlipped grey mullet",5,"monthly",197,197,24,10,112,0.568527918781726,0,0,"Chordata","Osteichthyes","Perciformes","Mugilidae","Liza ","Osteichthyes","Species",1200,450,48,84,NA,5,4.10416666666667,2.3452380952381,0.0208333333333333,0.0119047619047619,"Hinkley Point","UK - England","Europe",-4.05,51.25,5,3,"All Individuals","None","None",2,0.0275904198254142
6825,108,14,13,83,"Merlangius merlangus","Whiting",5,"monthly",197,197,116,4,13,0.065989847715736,0,0,"Chordata","Osteichthyes","Gadiformes","Gadidae","Merlangius ","Osteichthyes","Species",500,350,36,240,4e+05,5,5.47222222222222,0.820833333333333,0.0277777777777778,0.00416666666666667,"Hinkley Point","UK - England","Europe",-4.05,51.25,5,3,"All Individuals","None","None",2,0.0793963217634492
6832,110,14,13,83,"Platichthys flesus","Flounder",5,"monthly",197,197,31,4,44,0.223350253807107,0,0,"Chordata","Osteichthyes","Pleuronectiformes","Hippoglossidae","Platichthys ","Osteichthyes","Species",750,350,36,180,1e+06,5,5.47222222222222,1.09444444444444,0.0277777777777778,0.00555555555555556,"Hinkley Point","UK - England","Europe",-4.05,51.25,5,3,"All Individuals","None","None",2,0.0320812977224334
6837,113,14,13,83,"Pomatoschistus minutus","Sand goby",5,"monthly",197,197,53,4,29,0.147208121827411,0,0,"Chordata","Osteichthyes","Perciformes","Gobiidae","Pomatoschistus ","Osteichthyes","Species",40,70,10,36,2000,5,19.7,5.47222222222222,0.1,0.0277777777777778,"Hinkley Point","UK - England","Europe",-4.05,51.25,5,3,"All Individuals","None","None",2,0.00273292850680604
